Entity ID,Friendly Name,State,Unit,Device Class,State Class,Icon,Last Updated,Last Changed,Domain,Integration,Restored,Supported Features
sensor.jbarkhuizen_homeassistant_config_v3_latest_discussion,jbarkhuizen/homeassistant-config-V3 Latest discussion,unavailable,N/A,N/A,N/A,N/A,2025-09-01T09:38:57.630077+00:00,2025-09-01T09:38:57.630077+00:00,sensor,Data provided by the GitHub API,False,N/A
sensor.jbarkhuizen_homeassistant_config_v2_latest_discussion,jbarkhuizen/homeassistant-config-V2 Latest discussion,unavailable,N/A,N/A,N/A,N/A,2025-09-01T09:38:57.631151+00:00,2025-09-01T09:38:57.631151+00:00,sensor,Data provided by the GitHub API,False,N/A
sensor.jbarkhuizen_automation_code_latest_release,jbarkhuizen/Automation-Code Latest release,unavailable,N/A,N/A,N/A,N/A,2025-09-01T09:38:57.632134+00:00,2025-09-01T09:38:57.632134+00:00,sensor,Data provided by the GitHub API,False,N/A
sensor.jbarkhuizen_homeassistant_config_v3_latest_release,jbarkhuizen/homeassistant-config-V3 Latest release,unavailable,N/A,N/A,N/A,N/A,2025-09-01T09:38:57.634216+00:00,2025-09-01T09:38:57.634216+00:00,sensor,Data provided by the GitHub API,False,N/A
sensor.jbarkhuizen_homeassistant_config_v2_latest_release,jbarkhuizen/homeassistant-config-V2 Latest release,unavailable,N/A,N/A,N/A,N/A,2025-09-01T09:38:57.635205+00:00,2025-09-01T09:38:57.635205+00:00,sensor,Data provided by the GitHub API,False,N/A
sensor.jbarkhuizen_automation_code_latest_issue,jbarkhuizen/Automation-Code Latest issue,unavailable,N/A,N/A,N/A,N/A,2025-09-01T09:38:57.636161+00:00,2025-09-01T09:38:57.636161+00:00,sensor,Data provided by the GitHub API,False,N/A
sensor.jbarkhuizen_homeassistant_config_v3_latest_issue,jbarkhuizen/homeassistant-config-V3 Latest issue,unavailable,N/A,N/A,N/A,N/A,2025-09-01T09:38:57.637079+00:00,2025-09-01T09:38:57.637079+00:00,sensor,Data provided by the GitHub API,False,N/A
sensor.jbarkhuizen_homeassistant_config_v2_latest_issue,jbarkhuizen/homeassistant-config-V2 Latest issue,unavailable,N/A,N/A,N/A,N/A,2025-09-01T09:38:57.638000+00:00,2025-09-01T09:38:57.638000+00:00,sensor,Data provided by the GitHub API,False,N/A
sensor.jbarkhuizen_automation_code_latest_pull_request,jbarkhuizen/Automation-Code Latest pull request,unavailable,N/A,N/A,N/A,N/A,2025-09-01T09:38:57.638866+00:00,2025-09-01T09:38:57.638866+00:00,sensor,Data provided by the GitHub API,False,N/A
sensor.jbarkhuizen_homeassistant_config_v3_latest_pull_request,jbarkhuizen/homeassistant-config-V3 Latest pull request,unavailable,N/A,N/A,N/A,N/A,2025-09-01T09:38:57.639738+00:00,2025-09-01T09:38:57.639738+00:00,sensor,Data provided by the GitHub API,False,N/A
sensor.jbarkhuizen_homeassistant_config_v2_latest_pull_request,jbarkhuizen/homeassistant-config-V2 Latest pull request,unavailable,N/A,N/A,N/A,N/A,2025-09-01T09:38:57.640585+00:00,2025-09-01T09:38:57.640585+00:00,sensor,Data provided by the GitHub API,False,N/A
sensor.jbarkhuizen_automation_code_latest_tag,jbarkhuizen/Automation-Code Latest tag,unavailable,N/A,N/A,N/A,N/A,2025-09-01T09:38:57.641405+00:00,2025-09-01T09:38:57.641405+00:00,sensor,Data provided by the GitHub API,False,N/A
sensor.jbarkhuizen_homeassistant_config_v3_latest_tag,jbarkhuizen/homeassistant-config-V3 Latest tag,unavailable,N/A,N/A,N/A,N/A,2025-09-01T09:38:57.642319+00:00,2025-09-01T09:38:57.642319+00:00,sensor,Data provided by the GitHub API,False,N/A
sensor.jbarkhuizen_homeassistant_config_v2_latest_tag,jbarkhuizen/homeassistant-config-V2 Latest tag,unavailable,N/A,N/A,N/A,N/A,2025-09-01T09:38:57.643193+00:00,2025-09-01T09:38:57.643193+00:00,sensor,Data provided by the GitHub API,False,N/A
sensor.hp_color_laserjet_mfp_m476nw,HP Color LaserJet MFP M476nw,idle,N/A,enum,N/A,N/A,2025-09-01T09:38:57.780316+00:00,2025-09-01T09:38:57.780316+00:00,sensor,N/A,False,N/A
sensor.onedrive_total_available_storage,OneDrive Total available storage,1039.0,GiB,data_size,N/A,N/A,2025-09-01T09:39:00.801732+00:00,2025-09-01T09:39:00.801732+00:00,sensor,N/A,False,N/A
sensor.onedrive_used_storage,OneDrive Used storage,669.900000000373,GiB,data_size,N/A,N/A,2025-09-01T10:39:13.852949+00:00,2025-09-01T10:39:13.852949+00:00,sensor,N/A,False,N/A
sensor.onedrive_remaining_storage,OneDrive Remaining storage,369.099999999627,GiB,data_size,N/A,N/A,2025-09-01T10:39:13.853519+00:00,2025-09-01T10:39:13.853519+00:00,sensor,N/A,False,N/A
sensor.onedrive_drive_state,OneDrive Drive state,normal,N/A,enum,N/A,N/A,2025-09-01T09:39:00.813003+00:00,2025-09-01T09:39:00.813003+00:00,sensor,N/A,False,N/A
sensor.johanba_server_status,Johanba-Server Status,good,N/A,N/A,N/A,N/A,2025-09-01T09:39:19.339267+00:00,2025-09-01T09:39:19.339267+00:00,sensor,N/A,False,N/A
sensor.johanba_server_system_temperature,Johanba-Server System temperature,41,°C,temperature,measurement,N/A,2025-09-01T11:11:59.674152+00:00,2025-09-01T11:11:59.674152+00:00,sensor,N/A,False,N/A
sensor.johanba_server_uptime,Johanba-Server Uptime,2025-09-01T05:43:30+00:00,N/A,timestamp,N/A,N/A,2025-09-01T11:16:50.479336+00:00,2025-09-01T11:16:50.479336+00:00,sensor,N/A,False,N/A
sensor.johanba_server_cpu_temperature,Johanba-Server CPU temperature,unknown,°C,temperature,measurement,N/A,2025-09-01T09:39:19.347588+00:00,2025-09-01T09:39:19.347588+00:00,sensor,N/A,False,N/A
sensor.johanba_server_cpu_usage,Johanba-Server CPU usage,17.5,%,N/A,measurement,N/A,2025-09-01T11:16:50.480862+00:00,2025-09-01T11:16:50.480862+00:00,sensor,N/A,False,N/A
sensor.johanba_server_memory_size,Johanba-Server Memory size,0.24375,GiB,data_size,measurement,N/A,2025-09-01T09:39:19.352850+00:00,2025-09-01T09:39:19.352850+00:00,sensor,N/A,False,N/A
sensor.johanba_server_memory_available,Johanba-Server Memory available,0.1251953125,GiB,data_size,measurement,N/A,2025-09-01T11:16:50.482090+00:00,2025-09-01T11:16:50.482090+00:00,sensor,N/A,False,N/A
sensor.johanba_server_memory_used,Johanba-Server Memory used,0.1185546875,GiB,data_size,measurement,N/A,2025-09-01T11:16:50.482930+00:00,2025-09-01T11:16:50.482930+00:00,sensor,N/A,False,N/A
sensor.johanba_server_memory_usage,Johanba-Server Memory usage,48.6378205128205,%,N/A,measurement,N/A,2025-09-01T11:16:50.483727+00:00,2025-09-01T11:16:50.483727+00:00,sensor,N/A,False,N/A
sensor.johanba_server_eth0_link,Johanba-Server eth0 link,Up,N/A,N/A,N/A,N/A,2025-09-01T09:39:19.373266+00:00,2025-09-01T09:39:19.373266+00:00,sensor,N/A,False,N/A
sensor.johanba_server_eth0_upload,Johanba-Server eth0 upload,0.001816,Mbit/s,data_rate,measurement,N/A,2025-09-01T11:16:50.484807+00:00,2025-09-01T11:16:50.484807+00:00,sensor,N/A,False,N/A
sensor.johanba_server_eth0_download,Johanba-Server eth0 download,0.000868,Mbit/s,data_rate,measurement,N/A,2025-09-01T11:16:50.485606+00:00,2025-09-01T11:16:50.485606+00:00,sensor,N/A,False,N/A
sensor.johanba_server_eth0_packet_errors,Johanba-Server eth0 packet errors,0,N/A,N/A,measurement,N/A,2025-09-01T09:39:19.380408+00:00,2025-09-01T09:39:19.380408+00:00,sensor,N/A,False,N/A
sensor.johanba_server_eth0_maximum_speed,Johanba-Server eth0 maximum speed,1000,Mbit/s,data_rate,measurement,N/A,2025-09-01T09:39:19.382589+00:00,2025-09-01T09:39:19.382589+00:00,sensor,N/A,False,N/A
sensor.johanba_server_eth1_link,Johanba-Server eth1 link,Up,N/A,N/A,N/A,N/A,2025-09-01T09:39:19.384260+00:00,2025-09-01T09:39:19.384260+00:00,sensor,N/A,False,N/A
sensor.johanba_server_eth1_upload,Johanba-Server eth1 upload,0.001933,Mbit/s,data_rate,measurement,N/A,2025-09-01T11:16:50.492857+00:00,2025-09-01T11:16:50.492857+00:00,sensor,N/A,False,N/A
sensor.johanba_server_eth1_download,Johanba-Server eth1 download,0.00277,Mbit/s,data_rate,measurement,N/A,2025-09-01T11:16:50.493726+00:00,2025-09-01T11:16:50.493726+00:00,sensor,N/A,False,N/A
sensor.johanba_server_eth1_packet_errors,Johanba-Server eth1 packet errors,0,N/A,N/A,measurement,N/A,2025-09-01T09:39:19.389722+00:00,2025-09-01T09:39:19.389722+00:00,sensor,N/A,False,N/A
sensor.johanba_server_eth1_maximum_speed,Johanba-Server eth1 maximum speed,1000,Mbit/s,data_rate,measurement,N/A,2025-09-01T09:39:19.391582+00:00,2025-09-01T09:39:19.391582+00:00,sensor,N/A,False,N/A
sensor.johanba_server_drive_1_status,Johanba-Server Drive 1 status,OK,N/A,N/A,N/A,N/A,2025-09-01T09:39:19.393270+00:00,2025-09-01T09:39:19.393270+00:00,sensor,N/A,False,N/A
sensor.johanba_server_drive_1_temperature,Johanba-Server Drive 1 temperature,41,°C,temperature,measurement,N/A,2025-09-01T10:10:33.197739+00:00,2025-09-01T10:10:33.197739+00:00,sensor,N/A,False,N/A
sensor.johanba_server_drive_2_status,Johanba-Server Drive 2 status,OK,N/A,N/A,N/A,N/A,2025-09-01T09:39:19.396326+00:00,2025-09-01T09:39:19.396326+00:00,sensor,N/A,False,N/A
sensor.johanba_server_drive_2_temperature,Johanba-Server Drive 2 temperature,42,°C,temperature,measurement,N/A,2025-09-01T10:06:55.593517+00:00,2025-09-01T10:06:55.593517+00:00,sensor,N/A,False,N/A
sensor.johanba_server_drive_3_status,Johanba-Server Drive 3 status,OK,N/A,N/A,N/A,N/A,2025-09-01T09:39:19.398956+00:00,2025-09-01T09:39:19.398956+00:00,sensor,N/A,False,N/A
sensor.johanba_server_drive_3_temperature,Johanba-Server Drive 3 temperature,42,°C,temperature,measurement,N/A,2025-09-01T09:48:51.591065+00:00,2025-09-01T09:48:51.591065+00:00,sensor,N/A,False,N/A
sensor.johanba_server_drive_4_status,Johanba-Server Drive 4 status,OK,N/A,N/A,N/A,N/A,2025-09-01T09:39:19.401585+00:00,2025-09-01T09:39:19.401585+00:00,sensor,N/A,False,N/A
sensor.johanba_server_drive_4_temperature,Johanba-Server Drive 4 temperature,41,°C,temperature,measurement,N/A,2025-09-01T09:54:48.531264+00:00,2025-09-01T09:54:48.531264+00:00,sensor,N/A,False,N/A
sensor.johanba_server_volume_size,Johanba-Server Volume size,3666.08282852173,GiB,data_size,measurement,N/A,2025-09-01T09:39:19.404380+00:00,2025-09-01T09:39:19.404380+00:00,sensor,N/A,False,N/A
sensor.johanba_server_used_space_volume_1,Johanba-Server Used space (Volume 1),318.662197113037,GiB,data_size,measurement,N/A,2025-09-01T09:39:19.405764+00:00,2025-09-01T09:39:19.405764+00:00,sensor,N/A,False,N/A
sensor.johanba_server_free_space_volume_1,Johanba-Server Free space (Volume 1),3347.42063140869,GiB,data_size,measurement,N/A,2025-09-01T09:39:19.407018+00:00,2025-09-01T09:39:19.407018+00:00,sensor,N/A,False,N/A
sensor.johanba_server_volume_used_volume_1,Johanba-Server Volume used (Volume 1),8.69217123611828,%,N/A,measurement,N/A,2025-09-01T09:39:19.408159+00:00,2025-09-01T09:39:19.408159+00:00,sensor,N/A,False,N/A
sensor.johanba_server_volume_size_2,Johanba-Server Volume size,3709.73077774048,GiB,data_size,measurement,N/A,2025-09-01T09:39:19.409341+00:00,2025-09-01T09:39:19.409341+00:00,sensor,N/A,False,N/A
sensor.johanba_server_used_space_volume_2,Johanba-Server Used space (Volume 2),28.4889640808105,GiB,data_size,measurement,N/A,2025-09-01T09:39:19.410733+00:00,2025-09-01T09:39:19.410733+00:00,sensor,N/A,False,N/A
sensor.johanba_server_free_space_volume_2,Johanba-Server Free space (Volume 2),3681.24181365967,GiB,data_size,measurement,N/A,2025-09-01T09:39:19.411897+00:00,2025-09-01T09:39:19.411897+00:00,sensor,N/A,False,N/A
sensor.johanba_server_volume_used_volume_2,Johanba-Server Volume used (Volume 2),0.767952333677502,%,N/A,measurement,N/A,2025-09-01T09:39:19.412949+00:00,2025-09-01T09:39:19.412949+00:00,sensor,N/A,False,N/A
sensor.johanba_server_volume_size_3,Johanba-Server Volume size,3709.73077774048,GiB,data_size,measurement,N/A,2025-09-01T09:39:19.414082+00:00,2025-09-01T09:39:19.414082+00:00,sensor,N/A,False,N/A
sensor.johanba_server_used_space_volume_3,Johanba-Server Used space (Volume 3),1606.45974349976,GiB,data_size,measurement,N/A,2025-09-01T09:39:19.415204+00:00,2025-09-01T09:39:19.415204+00:00,sensor,N/A,False,N/A
sensor.johanba_server_free_space_volume_3,Johanba-Server Free space (Volume 3),2103.27103424072,GiB,data_size,measurement,N/A,2025-09-01T09:39:19.416311+00:00,2025-09-01T09:39:19.416311+00:00,sensor,N/A,False,N/A
sensor.johanba_server_volume_used_volume_3,Johanba-Server Volume used (Volume 3),43.3039441336015,%,N/A,measurement,N/A,2025-09-01T09:39:19.417321+00:00,2025-09-01T09:39:19.417321+00:00,sensor,N/A,False,N/A
sensor.johanba_server_volume_size_4,Johanba-Server Volume size,3709.73077774048,GiB,data_size,measurement,N/A,2025-09-01T09:39:19.418374+00:00,2025-09-01T09:39:19.418374+00:00,sensor,N/A,False,N/A
sensor.johanba_server_used_space_volume_4,Johanba-Server Used space (Volume 4),2823.97161483765,GiB,data_size,measurement,N/A,2025-09-01T09:39:19.419458+00:00,2025-09-01T09:39:19.419458+00:00,sensor,N/A,False,N/A
sensor.johanba_server_free_space_volume_4,Johanba-Server Free space (Volume 4),885.759162902832,GiB,data_size,measurement,N/A,2025-09-01T09:39:19.420482+00:00,2025-09-01T09:39:19.420482+00:00,sensor,N/A,False,N/A
sensor.johanba_server_volume_used_volume_4,Johanba-Server Volume used (Volume 4),76.1233573008139,%,N/A,measurement,N/A,2025-09-01T09:39:19.421448+00:00,2025-09-01T09:39:19.421448+00:00,sensor,N/A,False,N/A
sensor.onedrive_storage_percentage,OneDrive Storage Percentage,unavailable,%,N/A,measurement,mdi:percent,2025-09-01T09:39:19.427390+00:00,2025-09-01T09:39:19.427390+00:00,sensor,N/A,True,0
sensor.onedrive_storage_remaining,OneDrive Storage Remaining,unavailable,GB,data_size,measurement,mdi:harddisk-remove,2025-09-01T09:39:19.427785+00:00,2025-09-01T09:39:19.427785+00:00,sensor,N/A,True,0
sensor.onedrive_storage_status,OneDrive Storage Status,unavailable,N/A,N/A,N/A,mdi:information,2025-09-01T09:39:19.427961+00:00,2025-09-01T09:39:19.427961+00:00,sensor,N/A,True,0
sensor.onedrive_days_until_full,OneDrive Days Until Full,unavailable,days,N/A,N/A,mdi:calendar-clock,2025-09-01T09:39:19.428110+00:00,2025-09-01T09:39:19.428110+00:00,sensor,N/A,True,0
sensor.daily_energy_production,Daily Energy Production,unavailable,kWh,energy,total_increasing,mdi:solar-power,2025-09-01T09:39:19.428261+00:00,2025-09-01T09:39:19.428261+00:00,sensor,N/A,True,0
sensor.total_power_output,Total Power Output,unavailable,W,power,measurement,mdi:flash,2025-09-01T09:39:19.428402+00:00,2025-09-01T09:39:19.428402+00:00,sensor,N/A,True,0
sensor.solar_efficiency,Solar Efficiency,unavailable,%,N/A,measurement,mdi:gauge,2025-09-01T09:39:19.428574+00:00,2025-09-01T09:39:19.428574+00:00,sensor,N/A,True,0
sensor.home_assistant_uptime,Home Assistant Uptime,unavailable,N/A,N/A,N/A,mdi:clock,2025-09-01T09:39:19.428711+00:00,2025-09-01T09:39:19.428711+00:00,sensor,N/A,True,0
sensor.system_health_status,System Health Status,unavailable,N/A,N/A,N/A,mdi:heart-pulse,2025-09-01T09:39:19.428844+00:00,2025-09-01T09:39:19.428844+00:00,sensor,N/A,True,0
sensor.time_period,Time Period,unavailable,N/A,N/A,N/A,mdi:clock,2025-09-01T09:39:19.430828+00:00,2025-09-01T09:39:19.430828+00:00,sensor,N/A,True,0
sensor.days_until_weekend,Days Until Weekend,unavailable,days,N/A,N/A,mdi:calendar-weekend,2025-09-01T09:39:19.430962+00:00,2025-09-01T09:39:19.430962+00:00,sensor,N/A,True,0
sensor.current_season,Current Season,unavailable,N/A,N/A,N/A,mdi:weather-partly-cloudy,2025-09-01T09:39:19.431106+00:00,2025-09-01T09:39:19.431106+00:00,sensor,N/A,True,0
sensor.onedrive_days_until_full_simple,OneDrive Days Until Full Simple,unavailable,days,N/A,N/A,mdi:calendar-clock,2025-09-01T09:39:19.432405+00:00,2025-09-01T09:39:19.432405+00:00,sensor,N/A,True,0
binary_sensor.file_editor_running,File editor Running,on,N/A,running,N/A,N/A,2025-09-01T09:38:48.079043+00:00,2025-09-01T09:38:48.079043+00:00,binary_sensor,N/A,False,N/A
binary_sensor.advanced_ssh_web_terminal_running,Advanced SSH & Web Terminal Running,off,N/A,running,N/A,N/A,2025-09-01T09:38:48.079652+00:00,2025-09-01T09:38:48.079652+00:00,binary_sensor,N/A,False,N/A
binary_sensor.studio_code_server_running,Studio Code Server Running,on,N/A,running,N/A,N/A,2025-09-01T09:38:48.080079+00:00,2025-09-01T09:38:48.080079+00:00,binary_sensor,N/A,False,N/A
binary_sensor.terminal_ssh_running,Terminal & SSH Running,on,N/A,running,N/A,N/A,2025-09-01T09:38:48.080409+00:00,2025-09-01T09:38:48.080409+00:00,binary_sensor,N/A,False,N/A
binary_sensor.remote_ui,Remote UI,off,N/A,connectivity,N/A,N/A,2025-09-01T09:39:01.772700+00:00,2025-09-01T09:39:01.772700+00:00,binary_sensor,N/A,False,N/A
binary_sensor.onedrive_storage_alert_simple,OneDrive Storage Alert Simple,off,N/A,N/A,N/A,mdi:alert,2025-09-01T09:39:19.445833+00:00,2025-09-01T09:39:19.445833+00:00,binary_sensor,N/A,False,N/A
binary_sensor.onedrive_health_simple,OneDrive Health Simple,on,N/A,N/A,N/A,mdi:cloud-check,2025-09-01T09:39:19.446370+00:00,2025-09-01T09:39:19.446370+00:00,binary_sensor,N/A,False,N/A
binary_sensor.sun_solar_rising,Sun Solar rising,off,N/A,N/A,N/A,N/A,2025-09-01T10:07:06.018101+00:00,2025-09-01T10:07:06.018101+00:00,binary_sensor,N/A,False,N/A
binary_sensor.archer_d2_wan_status_2,Archer_D2 WAN status,on,N/A,connectivity,N/A,N/A,2025-09-01T09:39:36.379339+00:00,2025-09-01T09:39:36.379339+00:00,binary_sensor,N/A,False,N/A
binary_sensor.archer_d2_wan_status,Archer_D2 WAN status,on,N/A,connectivity,N/A,N/A,2025-09-01T09:39:42.672419+00:00,2025-09-01T09:39:42.672419+00:00,binary_sensor,N/A,False,N/A
binary_sensor.onedrive_storage_warning,OneDrive Storage Warning,unavailable,N/A,problem,N/A,mdi:alert,2025-09-01T09:39:19.428979+00:00,2025-09-01T09:39:19.428979+00:00,binary_sensor,N/A,True,0
binary_sensor.onedrive_health,OneDrive Health,unavailable,N/A,connectivity,N/A,mdi:cloud-check,2025-09-01T09:39:19.429119+00:00,2025-09-01T09:39:19.429119+00:00,binary_sensor,N/A,True,0
binary_sensor.solar_production_active,Solar Production Active,unavailable,N/A,power,N/A,mdi:solar-power,2025-09-01T09:39:19.430282+00:00,2025-09-01T09:39:19.430282+00:00,binary_sensor,N/A,True,0
binary_sensor.system_health_alert,System Health Alert,unavailable,N/A,problem,N/A,mdi:alert-circle,2025-09-01T09:39:19.430420+00:00,2025-09-01T09:39:19.430420+00:00,binary_sensor,N/A,True,0
binary_sensor.high_production_day,High Production Day,unavailable,N/A,power,N/A,mdi:weather-sunny,2025-09-01T09:39:19.430682+00:00,2025-09-01T09:39:19.430682+00:00,binary_sensor,N/A,True,0
binary_sensor.onedrive_storage_critical_alert,OneDrive Storage Critical Alert,unavailable,N/A,problem,N/A,mdi:alert-circle,2025-09-01T09:39:19.431510+00:00,2025-09-01T09:39:19.431510+00:00,binary_sensor,N/A,True,0
binary_sensor.onedrive_overall_health,OneDrive Overall Health,unavailable,N/A,connectivity,N/A,mdi:cloud-check-variant,2025-09-01T09:39:19.431887+00:00,2025-09-01T09:39:19.431887+00:00,binary_sensor,N/A,True,0
binary_sensor.onedrive_backup_needed,OneDrive Backup Needed,unavailable,N/A,problem,N/A,mdi:backup-restore,2025-09-01T09:39:19.432019+00:00,2025-09-01T09:39:19.432019+00:00,binary_sensor,N/A,True,0
binary_sensor.onedrive_storage_warning_calculated,OneDrive Storage Warning Calculated,unavailable,N/A,problem,N/A,mdi:alert,2025-09-01T09:39:19.432147+00:00,2025-09-01T09:39:19.432147+00:00,binary_sensor,N/A,True,0
binary_sensor.onedrive_health_calculated,OneDrive Health Calculated,unavailable,N/A,connectivity,N/A,mdi:cloud-check,2025-09-01T09:39:19.432275+00:00,2025-09-01T09:39:19.432275+00:00,binary_sensor,N/A,True,0
